t,mean_abs_delta_real,mean_abs_delta_planning,mean_action,price,v_true,total_demand,mean_k,xs_k_std,mean_belief,mean_correctness,mean_salience,regime_post,xs_action_std,xs_action_mean_abs,xs_belief_std,xs_sigma_mean,xs_rho_mean,xs_rho_max,mean_myopic_term,mean_hedging_term,ret,mispricing_true,mispricing_belief,vol_proxy
0.0,0.0,0.0,0.007147160059373267,-0.43794448460361235,0.05258985290293419,1.4294320118746535,3.0,0.0,0.0,-0.83,0.0,False,0.013326127936362451,0.011853514918090653,0.6663185830218719,0.18289189189189195,1.8289189189189194e-05,1.8289189189189194e-05,0.0014295365825721326,0.0,0.0,-0.4905343375065465,-0.43794448460361235,0.0
1.0,0.0,0.0,0.04257868393222266,-0.4768138987954374,0.015205527628547336,8.515736786444531,3.0,0.0,0.07147813638185721,0.22,0.0,False,0.00956587585392856,0.042578683932222666,0.4782987430232065,0.10349970779853253,1.0349970779853254e-05,1.0349970779853254e-05,0.008516089333303313,0.0,-0.03886941419182505,-0.4920194264239847,-0.5482920351772946,0.03886941419182505
2.0,0.0,0.0,0.05132048317609127,-0.3640995675760209,0.07385852936591437,10.264096635218253,3.0,0.0,-0.012135610874658786,0.16,0.0,False,0.008725932004561787,0.05132048317609127,0.43629988356488597,0.07525469588680311,7.525469588680311e-06,7.525469588680309e-06,0.010264405601481463,0.0,0.11271433121941649,-0.43795809694193527,-0.3519639567013621,0.11271433121941649
3.0,0.0,0.0,0.04876512994843567,-0.3186959227999557,0.2022237478031535,9.753025989687133,3.0,0.0,0.03641024350224573,0.01,0.0,False,0.008064636177647699,0.048765129948435675,0.40323429686629103,0.061701082387537146,6.170108238753715e-06,6.170108238753715e-06,0.00975326669710599,0.0,0.04540364477606523,-0.5209196706031092,-0.35510616630220143,0.04540364477606523
4.0,0.0,0.0,0.04705897069215745,-1.11810131147221,0.19622019339176103,9.411794138431489,3.0,0.0,0.12356677621483877,0.14,0.0,False,0.007163020499807701,0.04705897069215745,0.35815296888527814,0.05427584335912398,5.427584335912399e-06,5.4275843359123984e-06,0.009411998470548215,0.0,-0.7994053886722543,-1.3143215048639711,-1.2416680876870487,0.7994053886722543
5.0,0.0,0.0,0.1296986869156145,-0.9522146012538737,0.2033112024681516,25.939737383122903,3.0,0.0,0.15190655494822852,0.14,0.0,False,0.006456058408685495,0.1296986869156145,0.32280453158454314,0.049911266793667725,4.991126679366772e-06,4.991126679366772e-06,0.02594025525459938,0.0,0.16588671021833634,-1.1555258037220253,-1.1041211562021023,0.16588671021833634
6.0,0.0,0.0,0.11295971503235566,-1.3044853751993797,0.250852340500127,22.591943006471134,3.0,0.0,0.17891792481276259,0.02,0.0,False,0.006057811673238115,0.11295971503235566,0.3028920144857984,0.04723896911451465,4.723896911451467e-06,4.723896911451466e-06,0.02259236989249372,0.0,-0.352270773945506,-1.5553377156995067,-1.4834033000121423,0.352270773945506
7.0,0.0,0.0,0.1526852397269473,-1.3534477132880551,0.15422812793084614,30.537047945389464,3.0,0.0,0.1774092295721301,0.03,0.0,False,0.006148941920664273,0.1526852397269473,0.307448496816498,0.04556176663690604,4.5561766636906065e-06,4.556176663690606e-06,0.030537604471594735,0.0,-0.04896233808867545,-1.5076758412189013,-1.5308569428601853,0.04896233808867545
8.0,0.0,0.0,0.1556466821197161,-1.9755962623178709,0.18012210045037821,31.12933642394322,3.0,0.0,0.2224018051164001,0.0,0.0,False,0.005987260192767471,0.15564668211971608,0.2993643415850742,0.044492694745204016,4.449269474520401e-06,4.449269474520402e-06,0.031129890432703523,0.0,-0.6221485490298158,-2.155718362768249,-2.197998067434271,0.6221485490298158
9.0,0.0,0.0,0.2159338333967357,-1.7272410210038573,0.13582942799912154,43.18676667934714,3.0,0.0,0.20305373361068368,0.14,0.0,False,0.005369065268520528,0.2159338333967357,0.2684544393725989,0.04380451768299382,4.380451768299385e-06,4.380451768299384e-06,0.04318752338622625,0.0,0.24835524131401354,-1.8630704490029788,-1.930294754614541,0.24835524131401354
