t,mean_abs_delta_real,mean_abs_delta_planning,mean_action,price,v_true,total_demand,mean_k,xs_k_std,mean_belief,mean_correctness,mean_salience,regime_post,xs_action_std,xs_action_mean_abs,xs_belief_std,xs_sigma_mean,xs_rho_mean,xs_rho_max,mean_myopic_term,mean_hedging_term,ret,mispricing_true,mispricing_belief,vol_proxy
0.0,0.0,0.0,-0.006377273873562954,0.29194773729219164,-0.03972024830209667,-1.2754547747125908,1.0,0.0,0.0,-0.89,0.0,False,0.008984133801042142,0.009071292083644808,0.4492244553648793,0.39548192771084345,3.954819277108434e-05,3.954819277108435e-05,-0.0012756565344585616,0.0,0.0,0.33166798559428834,0.29194773729219164,0.0
1.0,0.0,0.0,-0.031469942906195904,0.7591839390473467,0.11861321502055946,-6.293988581239181,1.0,0.0,-0.0637853492184548,0.14,0.0,False,0.008079725780842158,0.031469942906195904,0.40399637694013024,0.24970892072370304,2.4970892072370302e-05,2.4970892072370302e-05,-0.006294617231579489,0.0,0.46723620175515507,0.6405707240267873,0.8229692882658015,0.46723620175515507
2.0,0.0,0.0,-0.07613013459426309,1.4553171716473512,0.06726309674199873,-15.226026918852616,1.0,0.0,-0.02279098339715913,0.08,0.0,False,0.007740891402414789,0.07613013459426309,0.38705175234149575,0.1855657283607953,1.8556572836079535e-05,1.8556572836079532e-05,-0.015227157069390984,0.0,0.6961332326000045,1.3880540749053525,1.4781081550445103,0.6961332326000045
3.0,0.0,0.0,-0.144344674032596,1.1175107884734903,0.026869636039928382,-28.8689348065192,1.0,0.0,-0.0021880426146648193,0.07,0.0,False,0.007160957763593712,0.144344674032596,0.3580532708756605,0.15033452654348473,1.5033452654348474e-05,1.503345265434847e-05,-0.0288706707794799,0.0,-0.3378063831738609,1.090641152433562,1.119698831088155,0.3378063831738609
4.0,0.0,0.0,-0.1033469904691983,0.8241926521513341,0.27879037768043635,-20.66939809383966,1.0,0.0,0.011761931380243229,0.24,0.0,False,0.006708881586192828,0.1033469904691983,0.3354483934691421,0.12861039341098898,1.28610393410989e-05,1.2861039341098898e-05,-0.02067046139993258,0.0,-0.2933181363221562,0.5454022744708977,0.8124307207710908,0.2933181363221562
5.0,0.0,0.0,-0.06753044508194973,0.892678886214251,0.32718088460483175,-13.506089016389947,1.0,0.0,0.08397442629599806,0.12,0.0,False,0.006240398857541697,0.06753044508194973,0.3120235076265235,0.11424748706068398,1.1424748706068395e-05,1.1424748706068397e-05,-0.013506706224030553,0.0,0.06848623406291687,0.5654980016094192,0.8087044599182529,0.06848623406291687
6.0,0.0,0.0,-0.07102194716736163,1.580753582763605,0.5596662317700731,-14.204389433472326,1.0,0.0,0.14884962541358365,0.09,0.0,False,0.006325006230755699,0.07102194716736163,0.31625361030848104,0.10430885206491432,1.0430885206491433e-05,1.0430885206491434e-05,-0.01420498208471288,0.0,0.688074696549354,1.0210873509935319,1.4319039573500214,0.688074696549354
7.0,0.0,0.0,-0.129968191840154,0.5375344957320305,0.6388424089125583,-25.993638368030805,1.0,0.0,0.18242237345173268,0.45,0.0,False,0.005616482107067262,0.129968191840154,0.28082683532864317,0.09721299660661761,9.721299660661762e-06,9.721299660661762e-06,-0.025994649125996302,0.0,-1.0432190870315745,-0.10130791318052779,0.3551121222802978,1.0432190870315745
8.0,0.0,0.0,-0.019100653137290837,0.677286818395484,0.7179786313729466,-3.8201306274581674,1.0,0.0,0.28100849137510353,0.4,0.0,False,0.005273878952093036,0.019100653137290837,0.2636963744544264,0.09203282049648383,9.20328204964838e-06,9.203282049648383e-06,-0.0038202712571224363,0.0,0.1397523226634535,-0.040691812977462605,0.39627832702038046,0.1397523226634535
9.0,0.0,0.0,-0.022863789840314407,0.12361895012127633,0.9131531660309815,-4.572757968062882,1.0,0.0,0.3465191749242144,0.59,0.0,False,0.00490840872224607,0.022863789840314407,0.24542260046073405,0.08818941343401722,8.818941343401728e-06,8.818941343401726e-06,-0.004572919274177522,0.0,-0.5536678682742077,-0.7895342159097052,-0.22290022480293809,0.5536678682742077
10.0,0.0,0.0,0.04152546665268864,0.05547820989664577,1.0184773443154371,8.305093330537728,1.0,0.0,0.44863883827126555,0.58,0.0,False,0.004804397754599013,0.04152546665268863,0.24022193688784316,0.08530342395407306,8.530342395407304e-06,8.530342395407304e-06,0.008305376709279349,0.0,-0.06814074022463056,-0.9629991344187914,-0.3931606283746198,0.06814074022463056
11.0,0.0,0.0,0.05729893237864178,0.022282509282451526,1.0634009251688215,11.459786475728356,1.0,0.0,0.5388913279705964,0.56,0.0,False,0.0046385018691832355,0.05729893237864178,0.2319270211460096,0.08311678650488098,8.311678650488098e-06,8.311678650488098e-06,0.011460167472811983,0.0,-0.033195700614194246,-1.04111841588637,-0.5166088186881448,0.033195700614194246
12.0,0.0,0.0,0.06698817264091597,0.19507267389613933,0.9029867978232298,13.397634528183195,1.0,0.0,0.6284913461987106,0.28,0.0,False,0.004317186270005432,0.06698817264091599,0.2158610716467546,0.08144872021105272,8.144872021105273e-06,8.144872021105272e-06,0.013398071012702557,0.0,0.1727901646136878,-0.7079141239270904,-0.43341867230257125,0.1727901646136878
13.0,0.0,0.0,0.05328721942835549,1.0226097590595677,0.8778684028272493,10.657443885671098,1.0,0.0,0.6921915161962657,0.13,0.0,False,0.00422748717040866,0.0532872194283555,0.21137605310080373,0.0801696280765907,8.016962807659075e-06,8.016962807659074e-06,0.010657785644256252,0.0,0.8275370851634284,0.14474135623231843,0.330418242863302,0.8275370851634284
14.0,0.0,0.0,-0.026027879874176776,1.8674274630590042,1.050391992599529,-5.205575974835355,1.0,0.0,0.7279662282625081,0.17,0.0,False,0.00423838715531863,0.026027879874176776,0.2119210358472544,0.07918490036140627,7.918490036140629e-06,7.918490036140629e-06,-0.00520574085473571,0.0,0.8448177039994365,0.8170354704594751,1.139461234796496,0.8448177039994365
15.0,0.0,0.0,-0.10366083935678175,2.7680753461522514,1.0745308931355522,-20.73216787135635,1.0,0.0,0.7623206552424279,0.37,0.0,False,0.004173286455296136,0.10366083935678176,0.20866595920373252,0.07842447161267904,7.842447161267904e-06,7.842447161267904e-06,-0.020732818229980233,0.0,0.9006478830932472,1.6935444530166992,2.0057546909098236,0.9006478830932472
16.0,0.0,0.0,-0.1861178410633846,3.4703979396934987,0.9925380642535029,-37.22356821267692,1.0,0.0,0.8307784217584191,0.24,0.0,False,0.0042863385125709,0.1861178410633846,0.21431859378284687,0.07783586373121831,7.78358637312183e-06,7.783586373121831e-06,-0.03722472713508955,0.0,0.7023225935412474,2.4778598754399956,2.6396195179350794,0.7023225935412474
17.0,0.0,0.0,-0.25383567027800946,3.404878583903739,1.178465214629144,-50.76713405560189,1.0,0.0,0.9068245023038302,0.22,0.0,False,0.004167180678872464,0.25383567027800946,0.2083606462137496,0.07737942031791788,7.73794203179179e-06,7.737942031791787e-06,-0.05076870537600484,0.0,-0.06551935578975954,2.226413369274595,2.498054081599909,0.06551935578975954
18.0,0.0,0.0,-0.24390030484294598,3.641325476999781,1.1338473000254377,-48.7800609685892,1.0,0.0,0.931943028628295,-0.01,0.0,False,0.004281581742178572,0.24390030484294598,0.21408073605232342,0.07702496386752834,7.702496386752833e-06,7.702496386752835e-06,-0.048781563869986506,0.0,0.23644689309604194,2.5074781769743435,2.7093824483714863,0.23644689309604194
19.0,0.0,0.0,-0.2624789248617552,2.803140765700972,1.181224270268447,-52.495784972351046,1.0,0.0,0.9657816034134418,0.24,0.0,False,0.004355279365027427,0.2624789248617552,0.2177656395768431,0.07674940373398333,7.674940373398337e-06,7.674940373398335e-06,-0.052497396568060226,0.0,-0.8381847112988092,1.621916495432525,1.8373591622875303,0.8381847112988092
20.0,0.0,0.0,-0.16975300408899696,2.734400699523624,1.3460685142245932,-33.95060081779939,1.0,0.0,1.0164355028773486,0.48,0.0,False,0.004378028009041953,0.16975300408899696,0.21890307581387136,0.07653499567330325,7.653499567330326e-06,7.653499567330328e-06,-0.03395164017347936,0.0,-0.06874006617734807,1.3883321852990307,1.7179651966462752,0.06874006617734807
21.0,0.0,0.0,-0.15748369779398827,3.448088593138544,1.3375869736140598,-31.496739558797653,1.0,0.0,1.1055457645838347,0.36,0.0,False,0.004095732425888318,0.15748369779398827,0.20478818521007086,0.07636805789007794,7.636805789007794e-06,7.636805789007795e-06,-0.03149770168938204,0.0,0.71368789361492,2.1105016195244843,2.342542828554709,0.71368789361492
22.0,0.0,0.0,-0.22479260203826534,3.3393018132125145,1.4564420595389156,-44.95852040765307,1.0,0.0,1.1595035879629916,0.33,0.0,False,0.003984389180859736,0.22479260203826534,0.19922097785255918,0.07623801307922962,7.623801307922961e-06,7.623801307922962e-06,-0.04495989141650753,0.0,-0.10878677992602936,1.882859753673599,2.179798225249523,0.10878677992602936
23.0,0.0,0.0,-0.20746317306613674,3.502905299209166,1.3460177394669142,-41.492634613227345,1.0,0.0,1.2000768840492182,0.24,0.0,False,0.003868909851332399,0.20746317306613668,0.19344696539612666,0.07613666709092755,7.613666709092755e-06,7.613666709092754e-06,-0.04149389824796973,0.0,0.16360348599665153,2.156887559742252,2.302828415159948,0.16360348599665153
24.0,0.0,0.0,-0.22283379782042537,3.758956127270236,1.1881494648057318,-44.566759564085075,1.0,0.0,1.264591104778442,-0.09,0.0,False,0.0040379905514100044,0.22283379782042537,0.20190106317109724,0.07605766172517958,7.605766172517959e-06,7.605766172517959e-06,-0.04456811541118202,0.0,0.25605082806107005,2.5708066624645043,2.4943650224917944,0.25605082806107005
25.0,0.0,0.0,-0.24736144049079237,2.734372374090792,1.3089553758169907,-49.47228809815847,1.0,0.0,1.274482579916837,-0.04,0.0,False,0.0042082752263027275,0.24736144049079237,0.21041536037675923,0.07599605714348504,7.599605714348504e-06,7.599605714348505e-06,-0.049473791966262955,0.0,-1.024583753179444,1.4254169982738014,1.459889794173955,1.024583753179444
26.0,0.0,0.0,-0.14419245272708847,2.3145033984872154,1.2011240196007102,-28.838490545417695,1.0,0.0,1.2852477298914817,0.03,0.0,False,0.004214878870940736,0.14419245272708847,0.21074554410538535,0.07594801167850262,7.594801167850264e-06,7.594801167850261e-06,-0.028839366629170686,0.0,-0.4198689756035767,1.1133793788865052,1.0292556685957337,0.4198689756035767
27.0,0.0,0.0,-0.102672412737776,2.9459270979197596,1.0353142945271705,-20.5344825475552,1.0,0.0,1.29239309116949,-0.02,0.0,False,0.0044462382302962065,0.102672412737776,0.22231359909643314,0.07591053539720918,7.591053539720918e-06,7.59105353972092e-06,-0.02053510605624782,0.0,0.6314236994325442,1.910612803392589,1.6535340067502695,0.6314236994325442
